model,phase,n_samples,target_tpr,target_fpr,accuracy,f1,auc,dpd,eod
awq,after,8458,0.995980137148262,0.9929061243792859,0.5,0.6666666666666666,0.5867294090992277,0.0,0.0
awq,before,8458,0.995980137148262,0.9929061243792859,0.5015370063844881,0.6664556962025316,0.5867294090992277,0.045454545454545414,0.06779661016949157
