model,delta,accuracy,f1,auc,dpd,eod,roc_gap
awq,-0.02,0.5,0.6666666666666666,0.5867294090992277,0.0,0.0,0.0
awq,-0.01,0.5,0.6666666666666666,0.5867294090992277,0.0,0.0,0.0
awq,0.0,0.5,0.6666666666666666,0.5867294090992277,0.0,0.0,0.0
awq,0.01,0.5013005438637976,0.6653443351317042,0.5867294090992277,0.012896825396825462,0.038461538461538436,0.0002422743405855026
awq,0.02,0.5022463939465595,0.665554496345726,0.5867294090992277,0.020909645909645946,0.051724137931034475,0.000322390501432804
