model,phase,n_samples,target_tpr,target_fpr,accuracy,f1,auc,dpd,eod
gsq,after,8458,0.9895956490896193,0.9699692598723102,0.5068574131000236,0.667834673887075,0.6247198332897292,0.047169811320754707,0.06000000000000005
gsq,before,8458,0.9895956490896193,0.9699692598723102,0.5098131946086545,0.6687440076701822,0.6247198332897292,0.09999999999999998,0.18181818181818177
