model,phase,n_samples,target_tpr,target_fpr,accuracy,f1,auc,dpd,eod
awq,after,8458,0.995980137148262,0.9929061243792859,0.4877039489240955,0.6467183041174073,0.5867294090992277,0.14130434782608692,0.19999999999999996
awq,before,8458,0.995980137148262,0.9929061243792859,0.5015370063844881,0.6664556962025316,0.5867294090992277,0.045454545454545414,0.06779661016949157
